product,total_sale,profit,prediction
AF Brew Hangover Sap Barrel20,23511.52,11177.119999999999,0
18th Street Brewery Deal With The Devil 0.473,2422.9900000000002,63.98999999999995,0
Brewski Seaberry Furricane 0.33,3296.49,1100.49,0
Mikkeller 1000 IBU 0.5,4886.639999999999,1295.64,0
Wild Beer Sleeping Lemons Export 0.33,2438.57,863.5699999999999,0
Stamm Beer Strawberry Chokeberry Blowing Up Barrel,14999.4,7368.15,0
Harviestoun Old Enzhin Ojl / 6% Barrel,146008.13,79390.77,3
"Naparbier ZZ Amber Ale / Red Ale / 5,5% / IBU50 / 0.33",6336.150000000001,2640.1499999999996,0
Jaws POPULISM / Vermont IPA / 6.2%,4048.25,1541.77,0
"De Molen Mean & Green / Seasoned Saison / 8,8%",10879.449999999999,3016.4500000000003,0
"Stone Ruination Double IPA / Double IPA / 8,5% / 0,zh.b",6975.19,3267.4500000000003,0
Saldens Stout Barrel sentjabr',80245.8,49213.299999999996,0
BIIR 4B Oude Gueuze 2014/4B Oud Gez 2014,2800.0,755.0,0
Saldens Ekstra Stout,62115.96,38325.95999999999,0
"Cider Red Button Bedroom Bedlam 0,75",3348.73,654.73,0
Kona Gold Cliff IPA 0.355,1986.84,1356.84,0
Oka River De Kuiper Lamme / De Kuiper Oud Bruin 0.375,8065.1,3365.1,0
Evil Twin Pink Lemonade IPA 0.355,2939.59,1025.5900000000001,0
Brewski Heinrich NEIPA Barrel 20L,12766.919999999998,4030.9200000000005,0
Früh Kölsch / 0.5,9145.54,4105.54,0
GARAGE Kowtow 0.44,2806.8599999999997,574.86,0
AF Brew Grape Peel Session 0.5,5369.11,2039.1100000000001,0
Steppe and Wind Grapefruit mead b/a,15108.2,8295.699999999999,0
AF Brew Fri Ajdenshial Strendzhers: EjchBiSi 472 nepasterizovannoe nefil'trovanno,9059.16,4019.16,0
Cheese Gorgonzola,191966.94999999992,139467.94999999998,3
"Het Nest Dead Man’s Hand / imperial stout / 10% / 0,33",250.0,60.0,0
"Brewski Holy feber Mango SIPA / session IPA / 3,5% / 0,33",5816.090000000001,2105.09,0
"De Molen Hel & Verdoemenis / imperial stout / 10% / 0,but.",5328.95,1636.95,0
Anderson Valley Briney Melon Gose / 4.2% / 0.33l zh.b,5696.57,2893.87,0
Cider Ochad Pig Hog Fave,1308.54,548.54,0
Brewski Collabski 7%,3087.31,805.31,0
Kees Amerikan Barli Uajn/American Barley Wine,16284.27,7104.27,0
"La Calavera Blue Blood Fuck You!! / RIS BA / 11,8%",2037.9299999999998,787.9300000000001,0
Anchor Old Foghorn 0.355,1762.8899999999999,542.89,0
AF Brew Love & Squalor Barrel,13431.41,5743.91,0
Hausmann Mandarinka Can,9187.130000000001,5497.129999999999,0
To Ol Ms. Grey 0.33,2197.67,838.67,0
"Brewdog Straight Up / IPA / 6,5%",14467.349999999999,6528.349999999999,0
Bakunin Nebo nad Tagilom 0.33,5651.75,2921.75,0
Tilquin Mure Barrel20L,23575.34,4938.24,0
Le Clos Fleuri Cidre Artisanal 1.0L,9114.62,2874.62,0
Le Trou Du Diable La Bretteuse 0.75,3709.3599999999997,909.36,0
"Red Button True False 0,5",5416.5,2566.5,0
Alvinne Cuvee De Mortagne Jerez De La Frontera Barrel20,22453.72,8804.97,0
BBN 85 Triple IPA 0.44,1873.6599999999999,429.65999999999997,0
Golubchik Lesnoj Tsar' 0.5,6367.57,2567.57,0
ambrosia / Bottle Share Peachollina Barrel,19909.68,11859.68,0
Weihenstephaner KRISTALLWEISS,6023.27,2309.27,0
Victory Art Brew Red Machine 0.5 Can,9952.33,4152.33,0
Cider pear Poiret Le Klo Fleri,3219.8599999999997,843.86,0
Cider Cider Tavarn / domkrat,203913.76,105531.95999999999,3
"Andechs Weissbier Dunkel 5% 0,500",4240.4,2014.3999999999999,0
Firestone Walker Leo vs. Ursus Wookus / Can 0.473,6778.29,2353.79,0
"Dugges Tropical Thunder 4,5% 0,33",5803.5199999999995,1718.18,0
Lervig Liquid Sex Robot 0.33,2196.9300000000003,726.9299999999998,0
Stamm Beer Nevermont Barrel,63760.8,27454.549999999996,0
Cool Head Salted Maple Chocolate Brownie 0.33,1890.41,480.40999999999997,0
AF Brew Do You Know the Muffin Man 0.33,4010.66,1410.66,0
De Moersleutel Sweaty Sheep Shit Shenanigans 0.44,1760.0,410.0,0
AF Brew Kiss The Dust 0.5,29456.839999999997,11021.839999999998,0
Steppe and Wind Mango & Pepper b/a,15914.46,9981.96,0
Stillwater Double Nothing 0.473,6168.639999999999,2384.64,0
Dugges Crush IPA 0.33,1483.0,437.96,0
Mead Steppe & Wind Raspberry Mint and Hops Barrel,14693.18,7343.18,0
"Big Village Sound of Silence / raspberry / 6,4% / 0,375",5602.97,2782.9700000000003,0
To Ol Goze Tu Hollivud,700.0,284.0,0
Aspall Suffolk Premier Cru Cyder,10698.039999999999,4678.04,0
Kees Dabl IPA,1091.72,419.72,0
"Cool Head Mango Chili Gose 0,33",7756.31,2426.31,0
Jaws Berliner Vajss Barrel,7768.76,4349.12,0
La Trappe Bockbier / dunkler bock / 7% / 0./ but,1497.73,718.4799999999999,0
Bottle Share Hopmaxa Barrel,13873.04,6973.04,0
Amundsen Luponic Plague 0.5,4745.58,1585.58,0
"De Leite Cuvee Mam'zelle / sour/wild ale / 8,5% / 0,but.",2534.2799999999997,457.28,0
To Ol Sur NEIPA: Citra & Mosaic 0.33,3568.8,1529.3999999999996,0
Mikkeller Raspberry Quadrupel BA Brandy / 13.0% / 0.375l,820.0,526.0,0
Evil Twin Coffenade IPA 0.355,650.0,301.0,0
AF Brew Its Over 9000! 3.0 0.33,39075.87,11785.869999999999,0
Bakunin Fruits United 0.33,5339.08,2759.08,0
Cider dry Brum Farm Sajder 10L,4277.91,2165.91,0
Red Button Bedroom Cooperation Transform to Sweet 0.33,2547.77,1897.77,0
Anderson Valley Thribble Currant 30l,17861.44,7996.2699999999995,0
Zagovor Soulmate 0.5,16343.660000000002,6218.66,0
Ta-Ta 3 sentjabr' Barrel,7979.14,3891.14,0
Cider semi-sweet Templar's Choice Late Harvest Cider 0.75,815.51,255.51,0
Naparbier Black In Black / imperial black IPA / 8.5% / IBU1/ 0.33,15685.7,5674.7,0
On The Bones Rhubombus Barrel20,30520.16,11945.16,0
"Brekeriet Fruit salad / 5,3% / 0,75",3125.0,842.0,0
"Mayador Limited Production / 0,75",3144.9300000000003,879.93,0
"De Molen Horen, Zien & Zwijgen / Imp Porter / 9,5%",4316.3,1148.3,0
De Molen Hemel & Aarde Bowmore BA 0.33,9978.83,2618.3299999999995,0
Cool Head Juice Lucy IIIPA 10%,5619.22,1625.22,0
Brewski Pango IPA Barrel,12513.59,5250.59,0
"Brewski Sweet Cup Milkshake BW 4,7% / 0,33",2538.7799999999997,792.78,0
Duggers Mango Mango Mango Barrel,47561.189999999995,18358.73,0
"Brewski Tres Piernas 0,33",1227.53,319.53000000000003,0
Big Village Lost Dreams 0.375,45107.11999999999,14017.119999999999,0
Bakunin Jubilee Sweet Imperial Stout 0.33,20679.260000000002,9599.259999999998,0
Finback Once Twice Three Times A Wale 0.48,2913.7,-206.30000000000007,0
CRAK Cantina BREnglish Barleywine BA Barrel20,20358.48,7880.35,0
AF Brew Winter Melancholy Barrel20,10339.73,5067.23,0
Weihenstephaner 1516,103894.94,59491.49000000001,3
AF Brew Its Over 9000! 4 0.33,12959.05,4384.049999999999,0
AF Brew Fuck The Dust DDH Citra Barrel,32730.22,14039.22,0
Jaws Citraizen Barrel,25251.46,11006.829999999998,0
Red Button You Me Him 0.5,2702.02,1152.02,0
Steppe and Wind Raspberry Mint b/a 0.33,3491.67,1391.67,0
"Boon Geuze Mariage Parfait / gueuze / 8% / 0,75 but",17749.69,6164.33,0
"Dark Horse Crooked Tree IPA 6,5% 0,355",2204.02,1004.02,0
Bottle Share Peachollina / Woobly Land 0.5,53142.05,23992.050000000007,0
"Buxton Sonrisa 0,44 Can",3094.71,993.27,0
ZAVOD Bloody Mary 0.33,4732.14,2359.14,0
To Ol Rudolph Under the Radar 0.33,3603.63,1591.29,0
Ostrovica Motor Away 6%,1259.8,-90.20000000000005,0
AF Brew Out Of The Box,38275.59,15195.590000000002,0
Golubchik A kiss in the cold Barrel20,34320.79,17570.789999999997,0
Puhaste Two Suns 0.33,1264.43,59.43000000000001,0
Ta-Ta 1 sentjabr' Barrel,35712.54,17097.54,0
Westbrook Mexican Cake Barrel,37248.909999999996,12391.669999999998,0
Brewdog x Cloudwater - NEIPA 0.44,5965.7300000000005,2509.73,0
AF Brew Fortune Cookie Policy 0.33,6917.34,2857.34,0
Hausmann OTTO NEIPA 0.33,2866.1099999999997,1546.1100000000001,0
XP Breakfast Pivoluba Barrel,79605.13,47175.130000000005,0
To Ol Surt Til Hibiscus & Cranberry 0.375,3248.35,944.0899999999999,0
"Buxton In the Zawn 0,44 Can",2519.32,891.04,0
Espiga Citrus Base 0.44,3024.1800000000003,1284.18,0
Ostrovica WYLO Sour Session IPA 0.5,5364.9800000000005,2664.98,0
TATA How the Gods Chill 0.5b,3468.13,1428.13,0
Pearl River Bridge Glaze Teriyaki Sauce,121.98,20.31,0
Mango from Myanmar puree 430g,165.98,127.63,0
Hausmann SABRO Barrel30,13288.95,8201.54,0
Konix Russian Imperial Stout Barrel # VSK 1 0.375,3811.16,1568.4800000000005,0
Arpus DDH Mosaic Pale Ale 0.33,703.37,193.37,0
Hausmann Frutti Di Bosco Barrel,13622.92,8443.85,0
Cider sparkling Cidereri de Savoj iz jablok i grush du,1.25,-0.75,0
BrewDog Choco Libre,48777.979999999996,22180.73,0
"St Peters Cream Stout 0,5",16271.27,6664.2699999999995,0
Big Village Who Are You 0.375,5037.74,2472.74,0
Mikkeller Creamsicle Friends 0.5,5842.099999999999,1992.1000000000001,0
Zagovor Hot Wax Barrel30,94195.67,40794.42,0
Brewlok Tsvetaeva 0.33,4841.93,2146.9300000000003,0
Plan B T&U 0.33,1781.51,911.51,0
Zagovor Wallride Barrel30,14036.75,6409.25,0
Naparbier Psycho 6.3%  DDH IPA 0.44,9768.099999999999,2078.100000000001,0
De Moersleutel Octane Overload BA 0.44,1900.0,250.0,0
Kombucha Live Brew Pineapple Express 0.33,4394.13,1694.1299999999999,0
Hausmann Stout 0.33,241.67,131.67,0
Ostrovica Wikkie Barrel,8573.51,5141.51,0
Cider Cornish Orchards Gold Cider 0.5,585.0,136.8,0
Ostrovica Honey Gems Barrel,10813.85,5713.85,0
Selfmade Serial Dater / 7.8% / 0.5 but,1558.1599999999999,1048.1599999999999,0
Big Vilalge x Saldens - Wild Ale 0.375,47542.57999999999,24067.58,0
Wild Russian L.B.,8080.82,345.82,0
"Brekeriet Pink Passion BW 4,7% / 0,33",3030.85,984.85,0
"Firestone Walker Bretta Rose 0,375",1679.61,387.61,0
"Brewski Dolph DDH IPA 0,33",4154.0,1643.0,0
"Jaws Check Out / IPA / 6,8% / 0,5 but",8764.42,3677.62,0
Wild Lab Star Traffic DIPA Barrel,9807.52,4507.77,0
WildLab Fly Fun 0.5,4936.71,2006.71,0
Goose Island Urban Wheat Ale 0.355,6670.1,3762.21,0
ZAVOD Old Forest Cider Barrel20,9636.73,5289.23,0
Brewdog Sticky Black 0.33,2978.97,1218.9699999999998,0
ZAGOVOR Against Double Milk Barrel30,16294.119999999999,6916.619999999999,0
Sever Meadery Utkonos Karibu Barrel,37051.130000000005,23164.88,0
"Cider Ross On Wye Headless Man 0,5",7997.8,3507.8,0
Ostrovica Pumpkin Master 0.5,18011.110000000004,11651.11,0
Omnipollo The Lifers 0.33,5213.94,1333.94,0
Mead Malmo You're a Peach Honey 0.33,1659.0,303.0,0
Steppe and Wind Aronia b/a,8812.53,3052.53,0
Brewdog Duopolis 0.33,7290.83,3978.83,0
Cider sparkling Mem Gudig Bushe du,1.25,-0.75,0
Omnipollo Monad 0.33,1750.83,570.83,0
Cider Kerisac Breton Brut 5% Barrel,319156.54000000004,178638.48,3
Saldens Spetsial'nyj Ale BarrelI,290371.17,175333.04,3
"Timmermans Oude Gueuze / geuze / 5,5% / 0,375",9533.81,3353.41,0
"Omnipollo Selassie / imperial stout / 11% / 0,33",1622.9299999999998,512.9300000000001,0
Omnipollo Brush 12% / RIS / 0.but,719.89,223.47,0
Founders Doom / Imp IPA / 12.4 / 0.355 / but,2922.97,780.97,0
"To Ol Dangerously Close To Stupid Amount Of Mango 9,3% 0,33",4335.05,1054.9099999999999,0
Amager Sigtebroad / IPA,1039.87,295.87,0
"Jaws Somnabula / double stout / 0,5",17498.98,7051.379999999998,0
"Ayinger Celebrator / doppelbock / 6,7% / 0,33",9292.87,3891.87,0
"AF Brew & De Molen Kupola & Pastila 0,33",5175.5,2775.5,0
"Flying Monkeys Live Transmission Milkshake IPA 6,3% Barrel",26030.579999999998,10211.539999999999,0
"To Ol Dangerously Close To Stupid Amount Of Lychee 9,3% 0,33",4700.9400000000005,2014.4399999999998,0
GARAGE Sixbar 0.75,2279.37,176.37,0
Ta Ta Memory 30l,15038.0,7883.0,0
Bakunin Zero In 0.5 B/A,10242.62,4283.82,0
XP Brew Tropical Treat: Passion Fruit & Coconut Barrel30,15372.720000000001,8435.220000000001,0
Omnipollo Bruno 0.33,1915.66,579.66,0
Zagovor Wasted Youth Barrel30,29134.18,17089.18,0
Lervig Nitro Latte 0.5,3962.11,1197.11,0
Brewdog Jack Hammer IPA Barrel,34038.96,15113.79,0
XP Envoy of Doom Barrel,32388.059999999998,12550.56,0
Red Button Darkness Light 0.33,4028.46,1883.46,0
Upland Brewery Persimon Bruin 0.75,4957.36,1621.3600000000001,0
Cider necarbonated Val' de Rans brjut Barrel,67840.43000000001,32267.929999999997,0
3Fonteinen Oud Gez 20assambljazh 38,3899.96,623.96,0
Hausmann Ambrosia / Mead / 8% / 0.5 ban,4536.469999999999,2336.4700000000003,0
Bakston Barrel Ejdzh Kvadrjupel',4376.92,398.7400000000001,0
BIIR Sweet Sour 2014/Svit Sour 2014,1759.58,552.58,0
"Boon Kriek Mariage Parfait / kriek / 8% / 0,375 but",5727.62,1033.06,0
WildLab King Slushy / Freestyle Phantom 0.5,19295.72,7305.719999999999,0
"Naparbier Alien Claw IPA 6,8% 0,33",6515.97,2335.97,0
Birrificio Del Ducato La Luna Rossa 8%,20115.6,7538.099999999999,0
Kees Barrel Project 18.20L,18781.55,6925.550000000001,0
Kees Export Porter 1750 0.33,2842.57,694.5699999999999,0
3Fonteinen Oude Geuze Cuvée Armand & Gaston 20Blend No. 58 0.75,4829.03,1361.03,0
"Brewdog Get Out Claus / Double Stout / 8,2%",1544.0,560.0,0
Hof Ten Dormaal Kriek 0.33,2338.0,1070.0,0
Stamm Beer - Sour Guava Party 0.5,9646.630000000001,3726.63,0
The Good Cider Of San Sebastian Pear 0.33 juice drink,5428.91,2977.91,0
Bag Walk Against the Stream,9600.0,-2800.0,0
3Fonteinen Oude Geuze Armand & Gaston Assemblage 57 0.375,1084.28,255.28,0
WildLab x XP - Peanut Planet 0.33,3407.4,1307.4,0
Selfmade Mad Notion 0.5,4994.969999999999,1494.97,0
Captain Lawrence Hop Commander IPA Barrel,15956.630000000001,6369.13,0
"Jacobins Gueuze / geuze / 5,5% / 0,but",4943.52,2193.52,0
Jaws Don't Worry Baby 0.5% 0.5,155469.49,68242.44,3
Founders DKML / Malt Liquor / 14.2% / 0./ but,4409.96,1397.96,0
Bottle Share Wrong Way Coconut Bay Milk Stout / 6.9% / IBU/ 0.5l,31384.99,13764.99,0
Brewski Rye Stick APA 5%,3254.01,1318.01,0
Pohjala Mets Barrel 30l,120.0,-12.0,0
Pate and Cheese,11874.3,11574.3,0
"Brewdog Abstrakt AB11,5% 0,375",7449.42,2238.42,0
"To Ol Sur Baer 7% 0,375",7312.700000000001,2160.6400000000003,0
Naparbier Light Cloud Barrel,51507.64,22072.390000000003,0
"Basqueland Alvin 0,33",3127.02,1087.02,0
Bakunin Tropical Eclipse,63128.39,25728.390000000003,0
"Double A Zuur Wijn 0,375",5009.85,2009.85,0
Brooklyn Brewery Lager 0.355,6684.65,2350.65,0
"Mikkeller Spontan Cherry BA Malaga / lambic style - fruit / 8,2% / 0,375 but.",945.0,243.0,0
Big Village After Truth Barrel30,15213.49,8008.49,0
De Molen Sally & Swain / RIS / 12%,18466.859999999997,6271.179999999999,0
Brewdog Double Agent 0.33,2919.7899999999995,730.7900000000001,0
Brewdog Cloudy Clarity 0.33,2423.46,831.46,0
Brewski You Know It Gurl Barrel20,14659.890000000001,5083.89,0
Kees Barrel Project 19.Barrel20,24026.899999999998,8854.099999999999,0
Cider apple sparkling Jaanihanso Hopped Dry Craft,24865.010000000002,11302.01,0
Fresh mango from Myanmar,1099.86,-0.14,0
Royal avocado from the Dominican Republic,959.88,-0.12,0
Naparbier Farewell to Arms  7% raspberry sour ale BA sherry 0.33,5251.19,4231.19,0
Omnipollo Nebuchadnezzar Barrel30,26263.99,12949.07,0
Ostrovica Almo Barrel,22320.25,13540.25,0
Cider Hawkes Urban Orchard Cider 0.33,1440.0,840.0,0
Pohjala Gimme Danger 0.33,2401.26,518.26,0
Brewski Triple Berry Pie Barrel20,15825.28,5781.78,0
Bakston Skotch Skajlajn Barrel,10608.060000000001,3310.56,0
Brewski Don't Mention The Elefant In The Room 0.33,4415.89,767.89,0
Schneider Weisse TAP 7 / hefeweizen / 5.4% / 0.5 / but,56295.829999999994,27343.730000000007,0
Omnipollo Mazarin / 0.33,1854.61,744.61,0
Victory Art Brew Red Machine Barrel,33961.71,17061.71,0
Brewski Passionfeber IPA,155.93,25.93,0
"Jaws Squat & Spot 6,5%",12725.210000000001,6317.810000000001,0
"Firestone Walker Anninversary Ale Vintage 200,355 KOROBKA",780.96,-391.03999999999996,0
"Basqueland Arraun Amber Ale 0,33",2472.12,1032.12,0
Qingdao 0.33,5999.72,-0.28,0
Brewdog Raspberry Blitz 0.5%,12729.91,5447.41,0
Lindheim Newschoolers 0.5,2758.44,905.94,0
Boon Geuze VAT 91 0.375,2312.46,287.46000000000004,0
Basqueland Double Everything 0.33,2062.5,812.5,0
Big Village Lost Memories Barrel20,21196.91,10621.91,0
Big Village Disco Decadence Barrel,28865.920000000002,16240.919999999998,0
Kombucha Live Brew Cold Brewtiful 0.33,5517.82,2207.82,0
Stamm Brewing - Winterfell Cherry,1610.0,455.0,0
AF Brew Sangre Fresca 0.33,17254.43,7594.43,0
Poiret dry Ross On Wye Gin Pear S.V.P. Natural Perry 0.75,5387.25,1317.25,0
Zagovor Komplott 0.5,12167.869999999999,5342.87,0
Sabotage Salad Days Barrel,31698.23,17718.23,0
Founders Breakfast Stout / imperial stout / 8.3% / 0.355 / but,4148.0,1321.5,0
Brewski Mangofeber Session IPA 0.33,5564.17,2305.17,0
Mikkeller & Omnipollo Prince & Pauper Grisette / 3.9% / 0.5l zh.b,743.46,175.86,0
AF Brew Melanholija Serotonin Syndrome / RIS / 0.33,5005.320000000001,2705.3199999999997,0
Stone Little Bastard American Amber Ale / 4.7% / 0.33l zh.b,1295.72,721.37,0
AF Brew Neodekadens Bottle,6707.650000000001,2867.65,0
Bottle Share Llamarillo Brillo Barrel,8675.720000000001,4355.72,0
"Naparbier Oneka 6,1% Barrel",30256.78,14369.980000000003,0
"Rodenbach Alexander 0,33",46222.71,19177.609999999997,0
Lervig Toasted Maple Stout 0.33,1964.79,424.78999999999996,0
Cool Head x Orava Brewing - Raznilla 0.33,3311.15,1163.15,0
Cool Head Deep Double Stoned 033,1699.1399999999999,647.14,0
Amundsen Dessert in A Can Barrel2sht?,59173.45,24022.07,0
Big Village Night Brunch Barrel30,51877.26000000001,31147.26,0
Wild Lab For My Peepz Barrel20,10147.85,5857.85,0
Brewski No Brainer IPA 0.33,1799.08,743.0799999999999,0
AF Brew Blek Mess iz maj Kessis,10179.75,5449.5,0
Anderson Valley Briney Melon Gose Barrel30,43948.85,25529.35,0
Frontaal Deer Hunter 0.33,2584.02,784.02,0
Brewski Passionate Beeting 0.33,1489.69,445.69,0
Nogne Wilderness 0.75,2256.55,840.55,0
Red Button Leftfield 0.33,1215.0,540.0,0
Brewski Didn't We Just Become Best Friends? 0.33,1099.0,331.0,0
XP Brew Gsee Spring 0.5,5297.8,2620.3,0
Roug Marrionberri Braggot Barrel l temnoe fil'trovannoe nepasterizovannoe,191.11,75.25,0
"Vander Ghinste Oud Bruin / sour red/brown / 5,5% / 0,but.",34036.51,13255.509999999998,0
Brewdog Native Son Barrel,78203.2,31472.400000000005,0
FFF Win Or Grave / ZAGOVOR BITTER END SChITAT' PO 0.33,7683.63,2117.2799999999997,0
AF Brew Big Black Mash Barrel,74793.82,34531.32,0
Siren Ten Finger Discount / IPA / 7.4%,2808.04,959.0799999999999,0
"Amundsen Dessert In a Can - Pecan & Maple Pie 11,5% / 0,33",3573.04,1081.04,0
"Van Honsebrouck Kasteel Cuvee De Chateau 0,75",1274.9,371.29999999999995,0
"Dark Horse Double Crooked Tree IPA 13,6% Barrel",12709.07,5988.32,0
Stone Tangerine Express IPA 0.5 Can,3876.6800000000003,1500.6799999999998,0
Uiltje Dr. Raptor 0.Can,1866.47,306.47,0
Omnipollo Perpetual 0.33,2888.92,158.92000000000002,0
"Bakunin Synty-Flow / RIS / 12,5%",1500.0,925.0,0
Against The Grain 35K 0.473,1724.53,542.53,0
Pohjala Orange Gose 0.33,2038.44,814.4399999999999,0
To Ol Snublejuice 0.33,2200.67,700.6700000000001,0
Jaws My Apricot Morning 0.5% Barrel,8968.81,1725.5299999999997,0
Non-alcoholic beverage Symbiotic Kombucha Cloudberry Barrel20,9234.78,5642.78,0
Garage Outlier 0.44,2339.52,1055.52,0
3Fonteinen Oude Kriek 20Blend No. 8 0.375,3719.19,1145.19,0
Selfmade Patterns 0.5,3096.17,1796.17,0
Camin Sidra Natural / 6.0% / 0.7l,3899.87,1572.87,0
3Fonteinen Oude Kriek 20/ 6% / 0.75,3499.06,615.06,0
MELODY Red Button You Me Him Barrel,363329.5799999999,203114.18000000002,3
"AF Brew Hoek Van Nieuw Holland Witbier 4,8% / 0,33",99981.20999999998,49341.21,0
"Hausmann AMBS 4,5% 0.33b",5781.04,3141.04,0
"Sierra Nevada Celebration Fresh Hop IPA 0,355",1158.8200000000002,567.8199999999999,0
Oka River Till Sour Saison 0.5 The Sour Vibes,11252.01,4102.01,0
"Pecado Del Paraiso Sidra Brut 0,75",11106.560000000001,3006.56,0
"Schneider Weisse TAP X Nelson / 0,375",898.26,358.26,0
"Dupont Saison Dry Hopping / saison / 6,5% / 0,375 but.",7505.549999999999,2075.55,0
Kona Longboard Island Lager 0.355,2238.66,968.66,0
Firestone Walker Pivo Pilsner 0.355,1481.29,473.28999999999996,0
Red Button 10.12.Sour Lemonade / Hyperion BarrelI,35995.6,18209.350000000002,0
Hanssens Oude Gueuze 0.75,2480.0,804.0,0
Street Water Goin Coastal 0.355,2413.7599999999998,712.76,0
Sweet Water Hop Hash / Easy IPA/ 0.33,3564.95,1424.9500000000003,0
AF Brew Lobotomija 3 0.33,16836.340000000004,6486.34,0
Stamm Beer Blue Collar Workers Barrel20,10298.1,4538.1,0
SvitVoter 4Strein Dzhi IPA Barrel,8992.28,4042.28,0
"Gulden drak 7temnoe fil'trovannoe Barrel 10,5%,20l.",12978.83,6735.08,0
Ostrovica x Hausmann - Bananka 0.33,7656.749999999999,3106.75,0
Ostrovica India Pale Ale Barrel,10237.8,6387.8,0
Brewdog Native Son / Can 0.33,29951.48,12134.48,0
"BrewDog Choco Libre 8.2% / 0,330",10432.03,4565.03,0
"Cool Head Gut To Be Good 5,5% / 0,33",2336.19,638.19,0
"Cool Head Ginger Sour 4% / 0,33",1169.54,452.54,0
"AF Brew Eat The Dust DDH Mosaic 8% 0,5",53426.05999999999,19721.059999999998,0
Club Mate Limonad,1454.38,610.09,0
"To Ol Mr. White 0,5 Can",6122.42,2097.8599999999997,0
Cornish Orchards Pear Barrel,17411.17,9685.79,0
Mad Scientist Frooth Hoperator 0.33,2159.89,707.89,0
Kurpfalzbräu Helles,21615.379999999997,14236.380000000001,0
Mikkeller x Boon - Oude Geuze 0.75,1779.3400000000001,187.34,0
Brewski What Does the Fox Say? 0.33,910.0,404.0,0
Noname 666 po Farengejtu / Tseh Lager 0.5,44742.1,23532.1,0
"Jaws Check Out / IPA / 6,8% Barrel",8518.43,3776.51,0
Jaws Marzen 0.5,220.0,120.4,0
Poppels Nya Världens India Pale Ale / 6.5% / 0.but,3740.12,1472.1200000000001,0
"Birra Del Borgo Rubus 0,330",8168.219999999999,2736.22,0
"Founders PC Pils / pilsener / 5,5% / 0,355 / but",1329.3400000000001,565.34,0
Brewdog Nanny State B/A 0.33,79103.19999999997,33148.05,0
Jaws Populism / NEIPA / 0.5 / but,3556.87,1517.83,0
XP PURE Mango Raspberry 0.5,3706.52,1816.52,0
CRAK Cantina Albicocche 0.375,1243.96,113.96000000000001,0
"Ostrovica KINGPIN NE IPA 6,5%",10679.23,4589.23,0
TATA Midlife Barrel30,13313.939999999999,7448.94,0
Cider Fournier Cidre Rose 0.33,13865.71,5945.71,0
TATA MAME 7%,15930.26,9150.26,0
Pohjala Kosmos 0.33,5094.65,1845.65,0
Boon Schaarbeekse Kriek 0.375,2231.95,887.95,0
Sabotage x Zagovor - Stage Diving 0ju5,5142.07,1912.07,0
Brewdog Clockwork Tangerine Barrel,14453.730000000001,7328.429999999999,0
Brewski Split Vision IPA 0.33,2466.55,513.55,0
Brewdog Overworks Cosmic Raspberry 0.33,1778.64,518.64,0
Cider semi-dry Jolter Press Katy 0.5,3181.44,1051.44,0
Mikkeller American Dream / Pilsner / 4.6% / 0.5 ban,2280.0,1045.8,0
Zavod Kedr Russian Imperial Stout / 9.5% Barrel,13495.2,7570.2,0
Flying Dog Brewery Snake Dog IPA 7.1%,2328.49,924.49,0
Gul'den Drak Brjumasters,2380.0,874.0,0
Gouden Carolus Cuvée Van De Keizer Whisky Infused / 0.75l,2024.92,624.26,0
"To Ol Gose To Hollywood 3,8% 0,33",27753.05,9633.050000000005,0
"Collective Arts Project Imperial Porter 0,473 Can",2920.02,784.6399999999999,0
Brewdog Hop Fiction Pale Ale Can 0.33,10248.009999999998,3863.21,0
Kasteel Rouge Barrel,96284.37999999999,57041.380000000005,0
Tynt Meadow English Trappist Ale 0.33,3130.56,1378.56,0
Firestone Walker XXII Anniversary Ale 0.355,1379.74,123.74000000000001,0
Wild Beer Chocked Up 0.33,2385.31,873.3100000000001,0
Beerbliotek Donker and Ved 0.33,1739.19,164.19000000000005,0
Sweet Water Pit & Pendulum 0.375,4759.32,1009.3199999999999,0
Cider Once Upon A Tree Dry 0.5,3136.5600000000004,776.5600000000001,0
Ta-Ta Easy Rider Barrel,27144.57,13914.57,0
Dieta Fast Food New England,31636.469999999998,13476.47,0
Sabotage American Pale Ale Light,12235.720000000001,5575.72,0
Labietis Aroniju Ragana 0.5,2019.4500000000003,389.45,0
Red Button Bumpy 0.5,1561.31,481.31,0
Naparbier Kong / White IPA / 7% / IBU65 / Barrel,24938.940000000002,10640.19,0
Lindemans Ginger Gueuze,9027.64,1527.6399999999999,0
BrewDog Slot Mashin Barrel 20L,14023.91,5929.91,0
Bakunin Fibonacci Can,4594.76,2074.76,0
"AF Brew & Kees High On Vitamin Sea 11,8% 0,33",6990.71,2424.71,0
De Molen Paprikator 0.33,3033.79,1184.39,0
Amundsen Dessert in a Can Chocolate Marshmallow Barrel,19790.870000000003,7012.2699999999995,0
Lindheim Coolship Cherry 0.5 FAKTIChESKINET,875.0,194.7,0
Alvinne Cuvee Freddy 0.33,1539.72,435.72,0
Red Button Hocus Pocus 0.33,20737.130000000005,7897.129999999999,0
Bakunin Free Flow 0.5,2570.9300000000003,590.93,0
Cider Fruktstereo This Is Not A Cider 0.33,719.74,209.74,0
